id,set,title,type,options,answer
18,计组单选题,"关于总线的叙述，以下正确的是_____。
I 总线忙信号由总线控制器建立
II 计数器定时查询方式不需要总线同意信号
III 链式查询、计数器查询、独立请求方式所需控制线路由少到多排序：链式查询、独立请求方式、计数器查询",single,A.I、II|B.II、III|C.只有 III|D.只有 II,D
19,计组单选题,所谓三总线结构的计算机是指______。,single,A.地址线、数据线和控制线三组传输线。|B.I/O 总线、主存总统和 DMA 总线三组传输线；|C.I/O 总线、主存总线和系统总线三组传输线；|D.设备总线、主存总线和控制总线三组传输线.。,B
20,计组单选题,存储器的分类包括 (),single,A.主存储器和外存储器|B.高速缓存和主存储器|C.硬盘和光盘|D.RAM 和 ROM,A
21,计组单选题,主存储器的主要特点是 (),single,A.存储容量大|B.存储速度快|C.存储容量小|D.存储速度慢,B
22,计组单选题,在下述存储设备中，不可以直接被 CPU 访问的是 ( ),single,A.内存|B.寄存器|C.硬盘|D.Cache,C
23,计组单选题,能直接与 CPU 交换信息的存储器是 ( ),single,A.硬盘存储器|B.CD-ROM|C.内存储器|D.软盘存储器,C
24,计组单选题,高速缓存 (Cache) 的主要作用是 (),single,A.增加存储容量|B.提高存储速度|C.减少存储成本|D.提高数据安全性,B
25,计组单选题,随机存取存储器 (SRAM) 的特点是 (),single,A.速度快，成本高|B.速度慢，成本低|C.速度快，成本低|D.速度慢，成本高,A
26,计组单选题,只读存储器 (ROM) 的主要特点是 (),single,A.数据可以随时读写|B.数据只能读取，不能写入|C.数据在断电后丢失|D.数据存储速度非常快,B
27,计组单选题,可编程只读存储器 (PROM) 的特点是 (),single,A.数据可以多次写入|B.数据只能写入一次|C.数据可以随时修改|D.数据在断电后丢失,B
28,计组单选题,可擦写可编程只读存储器 (EPROM) 的特点是 (),single,A.数据可以多次写入|B.数据只能写入一次|C.数据可以通过紫外线擦除|D.数据在断电后丢失,C
29,计组单选题,电可擦写可编程只读存储器 (EEPROM) 的特点是 (),single,A.数据可以多次写入|B.数据只能写入一次|C.数据可以通过电擦除|D.数据在断电后丢失,C
30,计组单选题,存储器与 CPU 的连接主要包括 (),single,A.数据总线|B.地址总线|C.控制总线|D.以上都是,D
31,计组单选题,常用的虚拟存储器寻址系统由______两级存储器组成。,single,A.主存 - 辅存；|B.Cache - 主存；|C.Cache - 辅存；|D.主存 — 硬盘。,A
32,计组单选题,下列叙述中______是正确的。,single,A.主存可由 RAM 和 ROM 组成；|B.主存只能由 ROM 组成；|C.主存只能由 RAM 组成；|D.主存只能由 SRAM 组成。,A
33,计组单选题,存储器的地址线用于 (),single,A.传输数据|B.传输地址|C.传输控制信号|D.传输时钟信号,B
34,计组单选题,存储器的数据线用于 (),single,A.传输数据|B.传输地址|C.传输控制信号|D.传输时钟信号,A
35,计组单选题,存储器的控制线用于 (),single,A.传输数据|B.传输地址|C.传输控制信号|D.传输时钟信号,C
36,计组单选题,存储器的容量通常用什么单位表示？,single,A.字节 (Byte)|B.位 (Bit)|C.字 (Word)|D.块 (Block),A
37,计组单选题,一个 256K×8 位的存储器，其地址线和数据线总和为_____。,single,A.16|B.18|C.26|D.20,C
38,计组单选题,"一个 256K×8 位的存储器，其地址线和数据线总和为_____。
256K = 2^8 * 2^10 = 2^18 地址线：18 根，数据线 8 根",single,A.16|B.18|C.26|D.20,C
39,计组单选题,"某计算机字长是 16 位，它的存储容量是 64KB，按字编址，它们寻址范围是 ( ) 。
1B = 8 位 1 字 = 16 位 = 2B 存储容量：64K B = 32K 字 (2 B)",single,A.64K|B.32KB|C.32K|D.16KB,C
40,计组单选题,Cache 的替换策略包括 (),single,A.随机替换|B.最近最少使用 (LRU)|C.先进先出 (FIFO)|D.以上都是,D
41,计组单选题,Cache 的基本概念是 (),single,A.一种存储器|B.一种处理器|C.一种输入设备|D.一种输出设备,A
42,计组单选题,Cache 工作原理的核心是 (),single,A.数据预取|B.数据压缩|C.数据加密|D.数据缓存,D
43,计组单选题,需要定期刷新的存储芯片是______。,single,A.EPROM|B.DRAM|C.SRAM|D.EEPROM,B
44,计组单选题,适合做 Cache 的存储芯片是______。,single,A.EPROM|B.DRAM|C.SRAM|D.EEPROM,C
45,计组单选题,Cache - 主存地址的映射方式包括:,single,A.直接映射|B.全相联映射|C.组相联映射|D.以上都是,D
46,计组单选题,直接映射方式的特点是 (),single,A.每个主存块只能映射到一个 Cache 块|B.每个主存块可以映射到任意一个 Cache 块|C.每个主存块可以映射到一组 Cache 块|D.每个主存块可以映射到多个 Cache 块,A
47,计组单选题,全相联映射方式的特点是 (),single,A.每个主存块只能映射到一个 Cache 块|B.每个主存块可以映射到任意一个 Cache 块|C.每个主存块可以映射到一组 Cache 块|D.每个主存块可以映射到多个 Cache 块,B
48,计组单选题,组相联映射方式的特点是 (),single,A.每个主存块只能映射到一个 Cache 块|B.每个主存块可以映射到任意一个 Cache 块|C.每个主存块可以映射到一组 Cache 块|D.每个主存块可以映射到多个 Cache 块,C
49,计组单选题,下述说法中______是正确的。,single,A.EPROM 是可改写的，因而也是随机存储器的一种；|B.EPROM 是可改写的，但它不能用作为随机存储器用；|C.EPROM 只能改写一次，故不能作为随机存储器用；|D.EPROM 是可改写的，但它能用作为随机存储器用。,B
50,计组单选题,以下四种类型的半导体存储器中，以传输同样多的字为比较条件，则读出数据传输率最高的是 ______。,single,A.DRAM|B.SRAM|C.闪速存储器|D.EPROM,B
51,计组单选题,RAM 芯片字扩展时可以 _______。,single,A.增加存储器字长|B.增加存储单元数量|C.提高存储器的速度|D.降低存储器的平均价格,B
52,计组单选题,RAM 芯片位扩展时可以 ________。,single,A.增加存储器字长|B.增加存储单元数量|C.提高存储器的速度|D.降低存储器的平均价格,A
53,计组单选题,8 位无符号数的最大值是 (),single,A.127|B.128|C.255|D.256,C
54,计组单选题,整数定点机中，8 位原码表示的最大正数是 (),single,A.127|B.128|C.255|D.256,A
55,计组单选题,原码表示法中，最高位是 (),single,A.符号位|B.数值位|C.校验位|D.控制位,A
56,计组单选题,若采用双符号位补码运算，运算结果的符号位为 10，则 ( )。,single,A.产生了负溢出 (下溢)|B.产生了正溢出 (上溢)|C.运算结果正确，为负数|D.运算结果正确，为正数,A
57,计组单选题,计算机中表示地址时，采用____ 。,single,A.原码；|B.补码；|C.反码；|D.无符号数。,D
58,计组单选题,运算器由许多部件组成，其核心部分是_____。,single,A.数据总线；|B.算术逻辑运算单元；|C.累加寄存器；|D.多路开关。,B
59,计组单选题,设寄存器内容为 11111111，若它等于 +127，则为_____。,single,A.原码；|B.补码；|C.反码；|D.移码。,D
60,计组单选题,设机器数采用补码形式 (含 l 位符号位)，若寄存器内容为 9BH，则对应的十进制数为______。,single,A.-27;|B.-97;|C.-101;|D.155。,C
61,计组单选题,若采用双符号位补码运算，运算结果的符号位为 10，则 ( )。,single,A.产生了负溢出 (下溢)|B.产生了正溢出 (上溢)|C.运算结果正确，为负数|D.运算结果正确，为正数,A
62,计组单选题,不恢复余数法中，若余数为正，则下一步的操作是 (),single,A.减去除数|B.加上除数|C.减去除数并左移一位|D.加上除数并左移一位,A
63,计组单选题,在浮点机中，判断原码规格化形式的原则是______。,single,A.尾数的符号位与第一数位不同；|B.尾数的第一数位为 1，数符任意；|C.尾数的符号位与第一数位相同；|D.阶符与数符不同。,B
64,计组单选题,在浮点机中，判断补码规格化形式的原则是_____。,single,A.尾数的符号位与第一数位不同；|B.尾数的第一数位为 1，数符任意；|C.尾数的符号位与第一数位相同；|D.阶符与数符不同。,A
65,计组单选题,主机是指 ( )。,single,A.CPU、机箱、主板、主存、硬盘|B.控制器|C.运算器和控制器|D.运算器、控制器和主存,D
66,计组单选题,某 RAM 芯片，其存储容量为 32K×8 位，采用一位读 / 写线控制读写，该芯片的引脚至少有 ( )。,single,A.23|B.25|C.26|D.27,D
67,计组单选题,在 Cache 的地址映射中，若主存中的任意一块均可映射到 Cache 内的任意一块的位置上，则这种方法称为 ( ) 。,single,A.全相联映射|B.直接映射|C.组相联映射|D.混合映射,A
68,计组单选题,若采用双符号位补码运算，运算结果的符号位为 01，则 ( )。,single,A.产生了负溢出 (下溢)|B.产生了正溢出 (上溢)|C.运算结果正确，为负数|D.运算结果正确，为正数,B
69,计组单选题,设寄存器内容为 10000000，若它等于 - 128，则为 ( )。,single,A.原码|B.补码|C.反码|D.移码,B
70,计组单选题,设寄存器内容为 10000000，若它等于 - 0，则为 ( )。,single,A.原码|B.补码|C.反码|D.移码,A
71,计组单选题,冯。诺依曼计算机的特点不包括 。,single,A.计算机由运算器、存储器、控制器、输入设备和输出设备五大部件组成|B.指令和数据以同等地位存放于存储器内，并按地址寻访|C.指令和数据以二进制数表示|D.机器以存储器为中心,D
72,计组单选题,寄存器间接寻址方式中，操作数处在__( )__。,single,A.通用寄存器|B.主存单元|C.程序计数器|D.堆栈,B
73,计组单选题,在 CPU 中专门用来跟踪指令后继地址的寄存器是__( )__。,single,A.主存地址寄存器|B.程序计数器|C.指令寄存器|D.状态条件寄存器,B
74,计组单选题,常用的虚拟存储器寻址系统由 ( ) 两级存储器组成,single,A.主存、辅存|B.Cache、主存|C.Cache、辅存|D.主存、主存,A
75,计组单选题,( ) 寻址方式所需操作数由指令的形式地址直接给出,single,A.间接寻址|B.直接寻址|C.相对寻址|D.立即寻址,D
76,计组单选题,设机器字长为 32 位，存储容量为 16MB，若按字编址，其寻址范围是 ( )。,single,A.8MB|B.2M|C.4M|D.16M,C
77,计组单选题,通过窃取 CPU 周期，CPU 让出总线使用权，使主存与 I/O 设备直接交换信息的控制方式是 ( ) 。,single,A.程序查询方式|B.程序中断方式|C.DMA 方式|D.I/O 通道方式,C
78,计组单选题,假设机器字长为 8 位，-8 的补码为 ( )。,single,"A.1,1000|B.1,1110111|C.1,0001000|D.1,1111000",D
79,计组单选题,计算机系统中硬件能够直接识别的指令是 ( ),single,A.机器指令|B.汇编语言指令|C.高级语言指令|D.特权指令,A
80,计组单选题,设机器存储容量为 16KB，若按字节编址，其地址线数是。,single,A.11|B.12|C.13|D.14,D
81,计组单选题,所谓三总线结构的计算机是指__( )__。,single,A.地址线、数据线和控制线三组传输线。|B.I/O 总线、主存总统和 DMA 总线三组传输线；|C.I/O 总线、主存总线和系统总线三组传输线；|D.设备总线、主存总线和控制总线三组传输线。,B
82,计组单选题,动态随机存储器每隔 2ms 需要进行动态刷新，以停止读写操作，一次性刷新所有行形式进行刷新的方式是。,single,A.集中刷新|B.分散刷新|C.异步刷新|D.同步刷新,A
83,计组单选题,直接寻址方式中，操作数处在___( )_。,single,A.通用寄存器|B.主存单元|C.程序计数器|D.堆栈,B
84,计组单选题,在主存和 CPU 之间增加 cache 存储器的目的是,single,A.增加内存容量|B.提高内存可靠性|C.解决 CPU 和主存之间的速度匹配问题|D.增加内存容量，同时加快存取速度,C
85,计组单选题,在以下几种存储器中，不能脱机保存信息的是 ( ),single,A.磁盘|B.磁带|C.RAM|D.光盘,C
86,计组单选题,001101 是数据 110101______的结果 ( ),single,A.算术左移 2 位|B.逻辑右移 2 位|C.循环右移 2 位|D.循环左移 2 位,B
87,计组单选题,110100 是数据 110101________的结果 ( ),single,A.算术左移 2 位|B.逻辑右移 2 位|C.循环右移 2 位|D.循环左移 2 位,A
88,计组单选题,将操作数直接写在指令中，这种寻址方式叫做 ( ),single,A.直接寻址|B.相对寻址|C.立即数寻址|D.间接寻址,C
89,计组单选题,假设机器字长为 4 位，-6 的反码为 ( )。,single,"A.1,1000|B.0,0110|C.1,1010|D.1,1001",D
90,计组单选题,下列哪个二进制数与十进制数 248 相等 ( ),single,A.1111 1111|B.1111 1000|C.1111 1010|D.01111000,B
91,计组单选题,下列各装置中，( ) 具有输入及输出功能。,single,A.键盘|B.磁盘驱动器|C.打印机|D.显示器,B
92,计组单选题,关于高速缓冲存储器 Cache 的叙述中，正确的是 ( )。,single,A.Cache 的容量大于 RAM|B.Cache 的运行速度高于 RAM|C.Cache 是硬盘的一部分|D.Cache 是为解决内存容量不够,B
93,计组单选题,微机系统中总线通常有 ( )。,single,A.数据总线、地址总线和控制总线|B.输入总线、输出总线和运行总线|C.内部总线、外部总线和连接总线|D.运算总线、控制总线和存储总线,A
94,计组单选题,有一个 64KB 的内存储器，用十六进制数对它的地址进行编码，则编号可从 0000H 到 ( )。,single,A.1FFFH|B.5FFFH|C.3FFFH|D.FFFFH,D
95,计组单选题,存放预执行指令的寄存器是 ( )。,single,A.MAR|B.PC|C.MDR|D.IR,D
96,计组单选题,在 CPU 中跟踪指令后续地址的寄存器是 ( )。,single,A.MAR|B.IR|C.PC|D.MDR,C
97,计组单选题,存储字长是指 ( )。,single,A.存放在一个存储单元中的二进制代码组合|B.存放在一个存储单元中的二进制代码位数|C.存储单元的个数|D.机器指令的位数,B
98,计组单选题,存取周期是指 ( )。,single,A.存储器的写入时间|B.存储器进行连续写操作允许的最短间隔时间|C.存储器进行连续读或写操作允许的最短间隔时间|D.存储器进行连续读操作允许的最短间隔时间,C
99,计组单选题,一个 512KB 的存储器，其地址线和数据线的总和是 ( )。,single,A.20|B.17|C.18|D.27,D
100,计组单选题,下列存储器中，属于易失性存储器且访问速度最快的是 ( ),single,A.硬盘|B.内存条 (DRAM)|C.寄存器|D.Flash 存储器,C
101,计组单选题,Cache 的工作原理基于 ( ),single,A.程序访问的局部性原理|B.存储容量扩展原理|C.总线分时复用原理|D.指令流水线原理,A
102,计组单选题,若 Cache 命中率为 90%，Cache 访问时间为 10ns，主存访问时间为 100ns，则平均访问时间为 ( ),single,A.19ns|B.20ns|C.91ns|D.100ns,A
103,计组单选题,下列关于 SRAM 和 DRAM 的说法，错误的是 ( ),single,A.SRAM 无需刷新，DRAM 需要定期刷新|B.SRAM 集成度低于 DRAM|C.SRAM 功耗高于 DRAM|D.两者均属于非易失性存储器,D
104,计组单选题,存储器扩展时，“位扩展” 的目的是 ( ),single,A.增加存储单元数量|B.增加存储字长|C.提高访问速度|D.降低功耗,B
105,计组单选题,存储器扩展时，“字扩展” 的目的是 ( ),single,A.增加存储单元数量|B.增加存储字长|C.提高访问速度|D.降低功耗,A
106,计组单选题,虚拟存储器的核心作用是 ( ),single,A.提高存储器访问速度|B.扩大用户可使用的逻辑地址空间|C.减少存储器功耗|D.提高存储器可靠性,B
107,计组单选题,下列存储介质中，断电后数据不会丢失的是 ( ),single,A.DRAM|B.SRAM|C.光盘|D.寄存器,C
108,计组单选题,主存与 Cache 的地址映射方式中，灵活性最高的是 ( ),single,A.直接映射|B.全相联映射|C.组相联映射|D.段页式映射,B
109,计组单选题,存储系统的 “层次结构” 从快到慢、从贵到廉的排序是 ( ),single,A.寄存器→Cache→主存→外存|B.Cache→寄存器→主存→外存|C.寄存器→主存→Cache→外存|D.主存→Cache→寄存器→外存,A
110,计组单选题,总线按传输信息类型分类，不包括 ( ),single,A.地址总线|B.数据总线|C.控制总线|D.同步总线,D
